PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,CabinDeck,CabinNo.,CabinSide,Group,Group_size,Last_name,Family_size,IsAlone,Luxury_exp,Regular_exp,Total_exp
1148_07,Europa,False,C/42/P,55 Cancri e,34.0,False,2386.0,841.0,76.0,26.0,1693.0,Edaron Clugete,C,42,P,1148,7,Clugete,13.0,False,4105.0,917.0,5022.0
1149_01,Earth,False,G/178/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Lyne Logannon,G,178,S,1149,5,Logannon,14.0,False,0.0,0.0,0.0
1149_02,Earth,False,G/178/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Paulie Quinnerettt,G,178,S,1149,5,Quinnerettt,8.0,False,0.0,0.0,0.0
1149_03,Earth,True,G/178/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Sonnie Quinnerettt,G,178,S,1149,5,Quinnerettt,8.0,False,0.0,0.0,0.0
1149_04,Earth,False,G/178/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Chadie Vaught,G,178,S,1149,5,Vaught,3.0,False,0.0,0.0,0.0
1149_05,Earth,False,G/178/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Karie Quinnerettt,G,178,S,1149,5,Quinnerettt,8.0,False,0.0,0.0,0.0
1150_01,Earth,True,G/179/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Dona Brookes,G,179,S,1150,1,Brookes,6.0,True,0.0,0.0,0.0
1152_01,Mars,False,F/218/S,TRAPPIST-1e,41.0,False,29.0,0.0,1095.0,0.0,4.0,Gral Coflé,F,218,S,1152,1,Coflé,5.0,True,33.0,1095.0,1128.0
1153_01,Earth,True,G/174/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Alfrey Corman,G,174,P,1153,1,Corman,9.0,True,0.0,0.0,0.0
1154_01,Europa,True,B/43/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Celeb Ingascomet,B,43,P,1154,3,Ingascomet,9.0,False,0.0,0.0,0.0
1154_02,Europa,True,B/43/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Bahyon Ingascomet,B,43,P,1154,3,Ingascomet,9.0,False,0.0,0.0,0.0
1154_03,Europa,True,B/43/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Cella Ingascomet,B,43,P,1154,3,Ingascomet,9.0,False,0.0,0.0,0.0
1155_01,Earth,False,F/233/P,TRAPPIST-1e,26.0,False,131.0,799.0,0.0,0.0,16.0,Alasmon Meteet,F,233,P,1155,2,Belley,7.223729883243926,False,147.0,799.0,946.0
1155_02,Earth,True,G/175/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Jayne Hessey,G,175,P,1155,2,Hessey,5.0,False,0.0,0.0,0.0
1156_01,Europa,False,B/47/S,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,Sterfik Motter,B,47,S,1156,2,Motter,2.0,False,3139.0,2989.0,6128.0
1156_02,Europa,True,B/47/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Kocha Motter,B,47,S,1156,2,Motter,2.0,False,0.0,0.0,0.0
1161_01,Europa,False,B/48/S,55 Cancri e,28.0,False,0.0,11330.0,72.0,43.0,461.0,Zanino Anderking,B,48,S,1161,2,Anderking,2.0,False,504.0,11402.0,11906.0
1161_02,Europa,False,B/48/S,55 Cancri e,19.0,False,0.0,1291.0,0.0,16139.0,687.0,Mirfark Anderking,B,48,S,1161,2,Anderking,2.0,False,16826.0,1291.0,18117.0
1162_01,Europa,False,C/45/S,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,Menchah Radisiouss,C,45,S,1162,1,Radisiouss,4.0,True,797.0,1847.0,2644.0
1163_01,Earth,False,F/235/P,55 Cancri e,35.0,False,0.0,1328.0,5.0,0.0,7.0,Alasmon Meteet,F,235,P,1163,1,Belley,7.223729883243926,True,7.0,1333.0,1340.0
1165_01,Europa,False,B/44/P,55 Cancri e,46.0,False,0.0,7201.0,0.0,32.0,2587.0,Azhah Heermy,B,44,P,1165,4,Heermy,4.0,False,2619.0,7201.0,9820.0
1165_02,Europa,False,B/44/P,TRAPPIST-1e,37.0,False,636.0,333.0,0.0,205.0,67.0,Kumark Heermy,B,44,P,1165,4,Heermy,4.0,False,908.0,333.0,1241.0
1165_03,Europa,True,B/44/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Nusakab Waring,B,44,P,1165,4,Waring,10.0,False,0.0,0.0,0.0
1165_04,Europa,True,B/44/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Waring,B,44,P,1165,4,Waring,10.0,False,0.0,0.0,0.0
1166_01,Europa,False,C/43/P,55 Cancri e,30.0,False,0.0,3564.0,926.0,1.0,1920.0,Wasath Shoeweely,C,43,P,1166,1,Shoeweely,6.0,True,1921.0,4490.0,6411.0
1167_01,Mars,True,F/236/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sugbix Terry,F,236,P,1167,1,Terry,10.0,True,0.0,0.0,0.0
1168_01,Earth,False,E/69/P,TRAPPIST-1e,16.0,False,0.0,58.0,12.0,68.0,653.0,Brancy Hughriend,E,69,P,1168,1,Hughriend,9.0,True,721.0,70.0,791.0
1169_01,Mars,False,F/221/S,TRAPPIST-1e,40.0,False,2357.0,0.0,9.0,0.0,0.0,Tifet Sin,F,221,S,1169,1,Sin,6.0,True,2357.0,9.0,2366.0
1170_01,Earth,False,E/83/S,TRAPPIST-1e,23.0,False,0.0,0.0,279.0,0.0,512.0,Samie Mcneiley,E,83,S,1170,1,Mcneiley,8.0,True,512.0,279.0,791.0
1173_01,Earth,False,G/182/S,PSO J318.5-22,24.0,False,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,G,182,S,1173,1,Gallandez,6.0,True,96.0,604.0,700.0
1174_01,Earth,True,G/176/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Janita Lessonerry,G,176,P,1174,1,Lessonerry,3.0,True,0.0,0.0,0.0
1175_01,Mars,True,F/223/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Ers Brin,F,223,S,1175,1,Brin,4.0,True,0.0,0.0,0.0
1177_01,Europa,True,C/44/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Wasterivel,C,44,P,1177,1,Wasterivel,4.0,True,0.0,0.0,0.0
1178_01,Earth,False,F/224/S,TRAPPIST-1e,20.0,False,0.0,0.0,600.0,0.0,0.0,Walla Summington,F,224,S,1178,1,Summington,10.0,True,0.0,600.0,600.0
1179_01,Europa,True,B/49/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Dischod,B,49,S,1179,1,Dischod,6.0,True,0.0,0.0,0.0
1180_01,Earth,False,F/225/S,TRAPPIST-1e,19.0,False,0.0,447.7948277209157,957.0,4.0,0.0,Reneen Irwines,F,225,S,1180,1,Irwines,5.0,True,4.0,957.0,961.0
1182_01,Mars,True,F/237/P,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,Mits Pota,F,237,P,1182,3,Pota,9.0,False,0.0,0.0,0.0
1182_02,Mars,False,E/70/P,TRAPPIST-1e,24.0,False,2997.0,0.0,3.0,0.0,7.0,Wee Pota,E,70,P,1182,3,Pota,9.0,False,3004.0,3.0,3007.0
1182_03,Mars,False,F/237/P,TRAPPIST-1e,23.0,False,60.0,1356.0,0.0,0.0,0.0,Ork Pota,F,237,P,1182,3,Pota,9.0,False,60.0,1356.0,1416.0
1185_01,Mars,False,E/71/P,TRAPPIST-1e,30.0,False,221.14014678326046,0.0,0.0,679.0,0.0,Alls Nutty,E,71,P,1185,1,Nutty,4.0,True,679.0,0.0,679.0
1186_01,Earth,False,G/183/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Card Browlerson,G,183,S,1186,5,Browlerson,15.0,False,0.0,0.0,0.0
1186_02,Earth,False,G/183/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Elany Browlerson,G,183,S,1186,5,Browlerson,15.0,False,0.0,0.0,0.0
1186_03,Earth,True,G/183/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Browlerson,G,183,S,1186,5,Browlerson,15.0,False,0.0,0.0,0.0
1186_04,Earth,False,F/227/S,TRAPPIST-1e,48.0,False,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,F,227,S,1186,5,Browlerson,15.0,False,113.0,687.0,800.0
1186_05,Earth,False,G/183/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Browlerson,G,183,S,1186,5,Browlerson,15.0,False,0.0,0.0,0.0
1187_01,Earth,False,F/228/S,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,Erick Matts,F,228,S,1187,3,Matts,11.0,False,48.0,755.0,803.0
1187_02,Earth,False,G/184/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Hughan Matts,G,184,S,1187,3,Matts,11.0,False,0.0,0.0,0.0
1187_03,Earth,False,G/184/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Stace Matts,G,184,S,1187,3,Matts,11.0,False,0.0,0.0,0.0
1188_01,Europa,False,C/46/P,TRAPPIST-1e,58.0,False,204.0,4227.0,0.0,3026.0,61.0,Genubi Sorticbar,C,46,P,1188,1,Sorticbar,2.0,True,3291.0,4227.0,7518.0
1190_01,Earth,False,E/72/P,TRAPPIST-1e,52.0,False,0.0,243.0,464.0,71.0,8.0,Melica Carpennels,E,72,P,1190,1,Carpennels,9.0,True,79.0,707.0,786.0
1191_01,Earth,False,F/229/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,Annah Santry,F,229,S,1191,1,Santry,11.0,True,1583.0,0.0,1583.0
1192_01,Earth,False,F/238/P,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,F,238,P,1192,1,Moodman,14.0,True,787.0,670.0,1457.0
1193_01,Europa,True,B/50/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,B,50,S,1193,2,Presstic,5.0,False,0.0,0.0,0.0
1193_02,Europa,True,B/50/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Solam Presstic,B,50,S,1193,2,Presstic,5.0,False,0.0,0.0,0.0
1195_01,Earth,False,F/239/P,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,Mael Lancis,F,239,P,1195,1,Lancis,3.0,True,2.0,558.0,560.0
1197_01,Europa,False,B/45/P,55 Cancri e,32.0,True,0.0,122.0,3700.0,337.0,1388.0,Wasatan Folhal,B,45,P,1197,1,Folhal,8.0,True,1725.0,3822.0,5547.0
1198_01,Mars,False,G/160/P,TRAPPIST-1e,28.0,False,42.0,1116.0,0.0,0.0,0.0,Rinnab Tie,F,82,S,1198,1,Tie,3.0,True,42.0,1116.0,1158.0
1199_01,Earth,False,E/73/P,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,E,73,P,1199,1,Hubbarnett,4.0,True,235.0,752.0,987.0
1203_01,Europa,False,B/51/S,55 Cancri e,50.0,True,0.0,5473.0,0.0,703.0,6381.0,Celava Unrent,B,51,S,1203,1,Unrent,4.0,True,7084.0,5473.0,12557.0
1206_01,Earth,False,F/241/P,TRAPPIST-1e,20.0,False,71.0,8.0,513.0,354.0,0.0,Vana Powery,F,241,P,1206,1,Powery,14.0,True,425.0,521.0,946.0
1208_01,Earth,False,G/178/P,TRAPPIST-1e,23.0,False,221.14014678326046,0.0,6.0,30.0,200.0,Arllia Blainson,G,178,P,1208,1,Blainson,4.0,True,230.0,6.0,236.0
1210_01,Earth,True,G/179/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Helean Brooker,G,179,P,1210,2,Brooker,4.0,False,0.0,0.0,0.0
1210_02,Earth,False,G/179/P,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,Done Brooker,G,179,P,1210,2,Brooker,4.0,False,398.0,510.0,908.0
1211_01,Earth,True,G/186/S,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,Andyn Alvasquez,G,186,S,1211,7,Alvasquez,8.0,False,0.0,0.0,0.0
1211_02,Earth,True,G/186/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Curtle Alvasquez,G,186,S,1211,7,Alvasquez,8.0,False,0.0,0.0,0.0
1211_03,Earth,True,G/186/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Bethy Pollarkeeks,G,186,S,1211,7,Pollarkeeks,12.0,False,0.0,0.0,0.0
1211_04,Earth,True,G/186/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Erick Pollarkeeks,G,186,S,1211,7,Pollarkeeks,12.0,False,0.0,0.0,0.0
1211_05,Earth,False,F/232/S,55 Cancri e,13.0,False,1.0,212.0,843.0,78.0,10.0,Scotty Alvasquez,F,232,S,1211,7,Alvasquez,8.0,False,89.0,1055.0,1144.0
1211_06,Earth,True,G/186/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,Ianna Alvasquez,G,186,S,1211,7,Alvasquez,8.0,False,0.0,0.0,0.0
1211_07,Earth,False,G/186/S,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Bretty Pollarkeeks,G,186,S,1211,7,Pollarkeeks,12.0,False,0.0,0.0,0.0
1212_01,Earth,False,G/180/P,TRAPPIST-1e,40.0,False,0.0,1.0,195.0,560.0,0.0,Luise Vales,G,180,P,1212,1,Vales,10.0,True,560.0,196.0,756.0
1213_01,Earth,False,F/242/P,TRAPPIST-1e,51.0,False,0.0,447.7948277209157,800.0,0.0,4.0,Lison Mckinsond,F,242,P,1213,1,Mckinsond,13.0,True,4.0,800.0,804.0
1214_01,Earth,True,G/181/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Elanie Fulloydez,G,181,P,1214,1,Fulloydez,14.0,True,0.0,0.0,0.0
1215_01,Earth,True,G/187/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Huntt,G,187,S,1215,1,Huntt,5.0,True,0.0,0.0,0.0
1216_01,Earth,False,G/182/P,TRAPPIST-1e,20.0,False,65.0,905.0,0.0,0.0,0.0,Iree Pentss,G,182,P,1216,1,Pentss,9.0,True,65.0,905.0,970.0
1218_01,Earth,False,F/243/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,2143.0,7.0,Karah Gilleranks,F,243,P,1218,1,Gilleranks,10.0,True,2150.0,0.0,2150.0
1220_01,Europa,False,E/76/P,TRAPPIST-1e,23.0,False,0.0,592.0,0.0,345.0,810.0,Misamak Fanchy,E,76,P,1220,1,Fanchy,3.0,True,1155.0,592.0,1747.0
1221_01,Earth,False,G/188/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Wine Alfordonard,G,188,S,1221,2,Alfordonard,8.0,False,0.0,0.0,0.0
1221_02,Earth,False,E/87/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,1608.0,1.0,Tricky Alfordonard,E,87,S,1221,2,Alfordonard,8.0,False,1609.0,0.0,1609.0
1222_01,Earth,False,G/183/P,TRAPPIST-1e,75.0,False,0.0,493.0,0.0,131.0,132.0,Evenna Hubert,G,183,P,1222,1,Hubert,2.0,True,263.0,493.0,756.0
1223_01,Europa,True,C/48/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Terope Coweboded,C,48,S,1223,1,Coweboded,8.0,True,0.0,0.0,0.0
1225_01,Earth,False,F/244/P,TRAPPIST-1e,18.0,False,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,F,244,P,1225,1,Morrodgers,7.0,True,31.0,1371.0,1402.0
1228_01,Mars,True,G/160/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Snich Purle,F,82,S,1228,2,Purle,7.0,False,0.0,0.0,0.0
1228_02,Mars,False,E/89/S,TRAPPIST-1e,59.0,False,142.0,0.0,907.0,0.0,0.0,Newtch Purle,E,89,S,1228,2,Purle,7.0,False,142.0,907.0,1049.0
1229_01,Earth,False,F/245/P,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,Nelsie Floydendley,F,245,P,1229,1,Floydendley,5.0,True,35.0,863.0,898.0
1230_01,Earth,False,G/189/S,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,Catha Gainebergan,G,189,S,1230,1,Gainebergan,16.0,True,874.0,34.0,908.0
1231_01,Mars,True,E/77/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Marms Emead,E,77,P,1231,1,Emead,9.0,True,0.0,0.0,0.0
1232_01,Europa,True,C/49/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,C,49,S,1232,2,Geraing,5.0,False,0.0,0.0,0.0
1232_02,Europa,False,C/49/S,55 Cancri e,29.0,False,0.0,42.0,0.0,4651.0,661.0,Tope Geraing,C,49,S,1232,2,Geraing,5.0,False,5312.0,42.0,5354.0
1233_01,Earth,True,G/184/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Aarone Burryerson,G,184,P,1233,1,Burryerson,4.0,True,0.0,0.0,0.0
1234_01,Earth,False,F/236/S,PSO J318.5-22,23.0,False,0.0,0.0,1250.0,0.0,0.0,Derina Lambles,F,236,S,1234,1,Lambles,8.0,True,0.0,1250.0,1250.0
1235_01,Earth,False,F/237/S,TRAPPIST-1e,32.0,False,27.0,393.0,1061.0,27.0,0.0,Lyn Scottuez,F,237,S,1235,1,Scottuez,7.0,True,54.0,1454.0,1508.0
1236_01,Earth,False,F/246/P,55 Cancri e,21.0,False,614.0,43.0,0.0,1.0,0.0,Briany Lancock,F,246,P,1236,1,Lancock,2.0,True,615.0,43.0,658.0
1238_01,Europa,False,C/50/S,TRAPPIST-1e,26.0,False,0.0,1026.0,3301.0,831.0,356.0,Merops Pronfraked,C,50,S,1238,2,Pronfraked,6.0,False,1187.0,4327.0,5514.0
1238_02,Europa,True,B/53/S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,B,53,S,1238,2,Belley,7.223729883243926,False,0.0,0.0,0.0
1239_01,Earth,False,E/78/P,PSO J318.5-22,30.0,False,585.0,13.0,122.0,40.0,105.0,Guye Klindsey,E,78,P,1239,1,Klindsey,7.0,True,730.0,135.0,865.0
1240_01,Earth,False,F/238/S,TRAPPIST-1e,40.0,False,889.0,185.0,0.0,0.0,28.0,Nelsie Bookson,F,238,S,1240,1,Bookson,5.0,True,917.0,185.0,1102.0
1242_01,Europa,False,C/48/P,55 Cancri e,37.0,False,0.0,4677.0,0.0,115.0,223.0,Antonon Clugeadry,C,48,P,1242,1,Clugeadry,2.0,True,338.0,4677.0,5015.0
1243_01,Europa,False,A/9/P,TRAPPIST-1e,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,Tautrix Drivery,A,9,P,1243,2,Drivery,4.0,False,2655.0,4224.0,6879.0
1243_02,Europa,False,A/9/P,TRAPPIST-1e,32.0,False,8168.0,69.0,11.0,371.0,0.0,Geno Oderient,A,9,P,1243,2,Oderient,2.0,False,8539.0,80.0,8619.0
1246_01,Earth,False,G/185/P,TRAPPIST-1e,30.0,False,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,G,185,P,1246,1,Schmondez,9.0,True,565.0,192.0,757.0
1248_01,Earth,False,F/239/S,PSO J318.5-22,27.0,False,0.0,447.7948277209157,0.0,0.0,0.0,Landa Ewiseston,F,239,S,1248,1,Ewiseston,12.0,True,0.0,0.0,0.0
1250_01,Earth,False,F/240/S,TRAPPIST-1e,22.0,False,0.0,17.0,0.0,61.0,567.0,Dony Torrez,F,240,S,1250,1,Torrez,14.0,True,628.0,17.0,645.0
1254_01,Mars,False,D/44/S,TRAPPIST-1e,54.0,False,704.0,0.0,431.0,0.0,47.0,Cupers Breke,D,44,S,1254,2,Breke,5.0,False,751.0,431.0,1182.0
1254_02,Mars,False,F/241/S,TRAPPIST-1e,27.0,False,4.0,0.0,896.0,229.0,0.0,Babix Breke,F,241,S,1254,2,Breke,5.0,False,233.0,896.0,1129.0
1255_01,Mars,True,F/242/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Shres Potte,F,242,S,1255,2,Potte,8.0,False,0.0,0.0,0.0
1255_02,Mars,True,F/242/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Razzle Potte,F,242,S,1255,2,Potte,8.0,False,0.0,0.0,0.0
1256_01,Mars,False,E/92/S,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,E,92,S,1256,1,Erpie,4.0,True,1296.0,1.0,1297.0
1258_01,Europa,False,A/10/P,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,A,10,P,1258,1,Cowsearney,2.0,True,6724.0,3917.0,10641.0
1259_01,Earth,False,F/243/S,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,F,243,S,1259,1,Mcguirez,7.0,True,142.0,619.0,761.0
1260_01,Earth,True,G/186/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,G,186,P,1260,1,Scotterkins,6.0,True,0.0,0.0,0.0
1261_01,Europa,False,C/49/P,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,C,49,P,1261,1,Healted,10.0,True,3728.0,3106.0,6834.0
1263_01,Mars,False,F/244/S,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,F,244,S,1263,1,Vloaf,16.0,True,1089.0,67.0,1156.0
1264_01,Earth,False,E/79/P,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,E,79,P,1264,1,Roberrenn,2.0,True,996.0,1.0,997.0
1267_01,Earth,True,G/191/S,PSO J318.5-22,34.0,False,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,G,191,S,1267,1,Jacostaffey,9.0,True,0.0,0.0,0.0
1269_01,Mars,False,E/80/P,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,E,80,P,1269,1,Pane,5.0,True,2067.0,15.0,2082.0
1271_01,Earth,True,G/189/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,G,189,P,1271,1,Hubbarrison,9.0,True,0.0,0.0,0.0
1273_01,Earth,False,F/246/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,F,246,S,1273,1,Cruzaley,5.0,True,759.0,0.0,759.0
1274_01,Earth,False,F/254/P,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,F,254,P,1274,1,Willangsey,12.0,True,213.0,591.0,804.0
1278_01,Earth,True,G/190/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Ren Howayery,G,190,P,1278,1,Howayery,3.0,True,0.0,0.0,0.0
1279_01,Europa,True,C/50/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,C,50,P,1279,1,Dynigic,5.0,True,0.0,0.0,0.0
1280_01,Earth,False,F/257/P,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,Antone Leton,F,257,P,1280,1,Leton,5.0,True,0.0,660.0,660.0
1281_01,Earth,True,G/193/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,G,193,S,1281,1,Tranciams,12.0,True,0.0,0.0,0.0
1282_01,Earth,True,G/191/P,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,G,191,P,1282,1,Handertiz,10.0,True,0.0,0.0,0.0
1283_01,Earth,False,G/194/S,TRAPPIST-1e,19.0,False,6.0,447.7948277209157,1.0,714.0,0.0,Enrie Burchanez,G,194,S,1283,1,Burchanez,6.0,True,720.0,1.0,721.0
1284_01,Mars,True,F/247/S,TRAPPIST-1e,28.771968503937007,False,0.0,0.0,0.0,0.0,0.0,Hal Knité,F,247,S,1284,1,Knité,2.0,True,0.0,0.0,0.0
1285_01,Earth,False,F/258/P,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,F,258,P,1285,1,Weaverays,8.0,True,286.0,431.0,717.0
1286_01,Mars,True,F/248/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Jackix Fache,F,248,S,1286,1,Fache,7.0,True,0.0,0.0,0.0
1287_01,Mars,True,F/259/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,F,259,P,1287,3,Pimne,10.0,False,0.0,0.0,0.0
1287_02,Mars,True,F/259/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,F,259,P,1287,3,Belley,7.223729883243926,False,0.0,0.0,0.0
1287_03,Mars,False,F/259/P,TRAPPIST-1e,21.0,False,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,F,259,P,1287,3,Pimne,10.0,False,777.0,1084.0,1861.0
1288_01,Earth,False,G/192/P,TRAPPIST-1e,24.0,False,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,G,192,P,1288,1,Flemaney,9.0,True,621.0,0.0,621.0
1289_01,Earth,False,G/195/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Idace Fultz,G,195,S,1289,2,Fultz,9.0,False,0.0,0.0,0.0
1289_02,Earth,False,G/195/S,TRAPPIST-1e,18.0,False,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,G,195,S,1289,2,Fultz,9.0,False,808.0,2.0,810.0
1291_01,Mars,False,F/260/P,TRAPPIST-1e,33.0,False,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,F,260,P,1291,1,Ponie,2.0,True,1758.0,63.0,1821.0
1292_01,Europa,False,B/55/S,55 Cancri e,31.0,True,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,B,55,S,1292,2,Conale,7.0,False,3348.0,27726.0,31074.0
1292_02,Europa,False,B/55/S,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,Izarino Conale,B,55,S,1292,2,Conale,7.0,False,960.0,636.0,1596.0
1293_01,Earth,False,F/261/P,TRAPPIST-1e,20.0,False,213.0,0.0,172.92606760871263,0.0,584.0,Elany Bertsontry,F,261,P,1293,1,Bertsontry,9.0,True,797.0,0.0,797.0
1294_01,Europa,True,A/14/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,A,14,S,1294,3,Gulcepusy,6.0,False,0.0,0.0,0.0
1294_02,Europa,True,A/14/S,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,A,14,S,1294,3,Plegred,7.0,False,0.0,0.0,0.0
